time_stamp,influencer,promoter,influncer_tweet,promoter_tweet,influencer_tweet_likes,promoter_tweet_likes,influencer_tweet_text,promoter_tweet_text
"2:17 PM · Oct 5, 2021",,https://twitter.com/sarah__georgia,,https://twitter.com/sarah__georgia/status/1445392658940243972?t=rSBsdE4utjf-gOm6LTcPrg&s=19,,1.0,,"Order beneficial funds

Order $HAKA of @tribeonedefi #crypto"
"2:27 PM · Oct 5, 2021",https://twitter.com/HodlBee,https://twitter.com/sarah__georgia,https://twitter.com/HodlBee/status/1445374965633597445,https://twitter.com/sarah__georgia/status/1445395290752696321?t=m0a2nn8ROYdMwkU_TqlwMA&s=19,62,1.0,"Hi If you had to invest all of your honey into ONE altcoin, what will you choose? ","I will invest it all into $HAKA of @tribeonedefi 

Stake it and earn a passive income of 55% APR#Crypto #passiveincome"
"2:33 PM · Oct 5, 2021",https://twitter.com/HodlBee,https://twitter.com/sarah__georgia,https://twitter.com/HodlBee/status/1445314547296911361,https://twitter.com/sarah__georgia/status/1445396662130823190?t=m3RyyTAAEIqMWlhQjAh7Zw&s=19,110,1.0,Hi What's your latest #crypto buy?,My latest #crypto buy is $HAKA of @tribeonedefi an nft funding platform and $BTC#investment  #nftcollector
"2:56 PM · Oct 5, 2021",https://twitter.com/prudensfx,https://twitter.com/sarah__georgia,https://twitter.com/prudensfx/status/1445301403136757760,https://twitter.com/sarah__georgia/status/1445402432507371533?t=GpWWEK620R63o3HUrYYyeA&s=19,48,1.0,3 amazing alt coins for your portfolio Shill me,"The three amazing #alts for my portfolio aredrum roll 1) $HAKA of @tribeonedefi , a #token of the first AI-POWERED nft funding platform, as a holder, you can stake $HAKA and earn rewards plus many more benefits

2) $UNO a token of a reinsurance platform 

3) Nothing "
"4:49 PM · Oct 5, 2021",,https://twitter.com/ArlissCrab,,https://twitter.com/ArlissCrab/status/1445430957218091013?s=20,,1.0,,I'm bullish on #BTC and $HAKA this month
"5:03 PM · Oct 5, 2021",,https://twitter.com/ArlissCrab,,https://twitter.com/ArlissCrab/status/1445434523622182917?s=20,,1.0,,I'll be getting MORE $HAKA
"5:08 PM · Oct 5, 2021",https://twitter.com/CryptoMichNL,https://twitter.com/ArlissCrab,https://twitter.com/CryptoMichNL/status/1445342916663250945,https://twitter.com/ArlissCrab/status/1445435720240439298?s=20,"1,469",1.0,"If you had one shot, one opportunity and $1,000 on the bank.

What would you buy?","If I have a shot like this, I'll use the $1,000 to buy some #BNB and $HAKA"
"5:09 PM · Oct 5, 2021",https://twitter.com/HodlBee,https://twitter.com/ArlissCrab,https://twitter.com/HodlBee/status/1445405164534255616,https://twitter.com/ArlissCrab/status/1445436045349343232?s=20,48,1.0,"Hi You can only bring 3 cryptocurrencies to a space colony.

What do you pick?","I'll be bringing $BNB, #ETH and $HAKA"
"5:15 PM · Oct 5, 2021",,https://twitter.com/ArlissCrab,,https://twitter.com/ArlissCrab/status/1445437391737659392?s=20,,1.0,,"Everyone should BUY and HODL $HAKA.

With $HAKA, I can earn passive income with the various opportunities on the @tribeonedefi platform"
"5:15 PM · Oct 5, 2021",https://twitter.com/HodlBee,https://twitter.com/ArlissCrab,https://twitter.com/HodlBee/status/1445314547296911361,https://twitter.com/ArlissCrab/status/1445437599141744650?s=20,110,1.0,Hi What's your latest #crypto buy?,I got some #BNB just now and I'm about to get some $HAKA right now.
"5:18 PM · Oct 5, 2021",,https://twitter.com/ArlissCrab,,https://twitter.com/ArlissCrab/status/1445438294922248211?s=20,,2.0,,"I will definitely retain and hold some of it. I'll sell a larger portion and purchase some other tokens with potentials, with my heart set on $HAKA as I expect it to go on  shortly with the different opportunities that abound on the @tribeonedefi platform to earn money"
"5:35 PM · Oct 5, 2021",,https://twitter.com/ArlissCrab,,https://twitter.com/ArlissCrab/status/1445442603454025728?s=20,,1.0,,
"5:55 PM · Oct 5, 2021",,https://twitter.com/sarah__georgia,,https://twitter.com/sarah__georgia/status/1445447674350628866?t=9TPR_P_JeoaHJvZXghq-1w&s=19,,3.0,,"I will add $HAKA of @tribeonedefi , the gem will make many #millionaire in 5years#altcoin"
"6:00 PM · Oct 5, 2021",,https://twitter.com/sarah__georgia,,https://twitter.com/sarah__georgia/status/1445448855047180290?t=ebVZKs-WeYDg_IC38r4KDA&s=19,,4.0,,"I bring along $HAKA of @tribeonedefi , $UNO and $BTC#cryptocurrecy"
"7:08 PM · Oct 5, 2021",,https://twitter.com/ArlissCrab,,https://twitter.com/ArlissCrab/status/1445466019762368518?s=20,,1.0,,I think $HAKA will 3x this year
"8:24 PM · Oct 5, 2021",,https://twitter.com/sarah__georgia,,https://twitter.com/sarah__georgia/status/1445485160594493454?t=QfntTk8pJ9ndGFV_mdWA4w&s=19,,2.0,,You are missing $HAKAAm #HODLing  $HAKA of @tribeonedefi with diamond#DeFi  #crypto
"8:29 PM · Oct 5, 2021",,https://twitter.com/sarah__georgia,,https://twitter.com/sarah__georgia/status/1445486374484807700?t=jouJYTdV5MZrNtIIhp1WAg&s=19,,4.0,,"This year will see $HAKA an #NFT  funding platform #token of @tribeonedefi doing 3x.

The @tribeonedefi  #dApp release will help shoot $HAKA to 3x ATH"
"8:33 PM · Oct 5, 2021",,https://twitter.com/sarah__georgia,,https://twitter.com/sarah__georgia/status/1445487393939673099?t=BRBnQkLsJKi6op8U3jggzQ&s=19,,4.0,,"I got my diamond hands in $HAKA, $BTC and $UNO#Blockchain  #Tokens"
"8:51 PM · Oct 5, 2021",,https://twitter.com/sarah__georgia,,https://twitter.com/sarah__georgia/status/1445491737309315084?t=Oaz9hmqNePmXDxw2aY-nzw&s=19,,3.0,,This week and this month will be very bullish for $HAKA of @tribeonedefi #staking  #crypto
"8:53 PM · Oct 5, 2021",https://twitter.com/AltCryptoGems,https://twitter.com/sarah__georgia,https://twitter.com/AltCryptoGems/status/1445491986744561665,https://twitter.com/sarah__georgia/status/1445492443281903626?t=ZrYF9YFhb2ayLFlgE-ThjQ&s=19,629,1.0,What's currently your biggest #crypto bag?,My biggest #crtpto bag is $HAKA of @tribeonedefi
"9:01 PM · Oct 5, 2021",https://twitter.com/Crypto__emily,https://twitter.com/sarah__georgia,https://twitter.com/Crypto__emily/status/1445448399189200899,https://twitter.com/sarah__georgia/status/1445494264842969097?t=o2FR-1ckxfh3wMC8gnCQSg&s=19,99,1.0,"If someone sent you 1 $BTC, would you hold or sell immediately?","I would sell, use the money to accumulate more $HAKA of @tribeonedefi .

Stake my $HAKA to earn huge passive income#passiveincome"
"9:08 PM · Oct 5, 2021",https://twitter.com/Cryptoking,https://twitter.com/sarah__georgia,https://twitter.com/Cryptoking/status/1445494452953305090,https://twitter.com/sarah__georgia/status/1445496262267002894?t=QGmXbvS-ivkl29q0aTORXQ&s=19,696,2.0,Shill me the 1 thing I should buy!#NFT #Crypto #Watch anything u want,"Buy #crypto specifically $HAKA of @tribeonedefi , a lending, borrowing and investing platform using your #NFTs and crypto- assets as collateral

As a #hodler of $HAKA, you get to enjoy many benefits, aside from staking the token to earn yields."
"9:17 PM · Oct 5, 2021",,https://twitter.com/sarah__georgia,,https://twitter.com/sarah__georgia/status/1445498486141505544?t=PU8H1HXsQ9kAJhpd3pYDzA&s=19,,1.0,,"But why not buy more $HAKA of @tribeonedefi , you won't regret.#DiamondHands"
"10:59 PM · Oct 5, 2021",,https://twitter.com/ArlissCrab,,https://twitter.com/ArlissCrab/status/1445524107521499145?t=DtcbQhsk0CT3YfNTSTJWKg&s=19,,1.0,,"Yeah!!
Its yet to be accepted as money in my place but I'm HODLing it because I'm certain the tide is turning soon. 
Same way I believe in #BTC is same way I'm HODLING $HAKA which is also gon be an essential  in the crypto financing sphere shortly."
"11:12 PM · Oct 5, 2021",,https://twitter.com/ArlissCrab,,https://twitter.com/ArlissCrab/status/1445527286833242126?t=AcVAm6eIwJl-GRkw2-Ytug&s=19,,1.0,,I'm definitely getting MORE $HAKA token this month while anticipating the launch of @tribeonedefi #dApps which will usher new a new season in the crypto financing sphere.
"11:13 PM · Oct 5, 2021",,https://twitter.com/ArlissCrab,,https://twitter.com/ArlissCrab/status/1445527628350246913?t=a3XleKZDd01cMKuxbH0lzw&s=19,,1.0,,I'm also bullish on $DOGE and $HAKA
"11:15 PM · Oct 5, 2021",https://twitter.com/HodlBee,https://twitter.com/ArlissCrab,https://twitter.com/HodlBee/status/1445405164534255616,https://twitter.com/ArlissCrab/status/1445528092768817162?t=HsCQmio8sabQnSgnGK2knQ&s=19,48,1.0,"Hi You can only bring 3 cryptocurrencies to a space colony.

What do you pick?","I'll be bringing #BTC, $ETH and $HAKA which will be needed for those interested in #NFTS while in space"
"4:09 AM · Oct 6, 2021",,https://twitter.com/psalmcrypt,,https://twitter.com/psalmcrypt/status/1445602139812728852?t=qnTdTGFMJILW2mlN9sxSeA&s=19,,1.0,,"$70k worth of $SHIB? Lol you are smoking rich!!!!

I wish I had that much to stake $HAKA with, I will be swimming to the bank!!!#BTC #dApps #DeFi"
"4:13 AM · Oct 6, 2021",,https://twitter.com/psalmcrypt,,https://twitter.com/psalmcrypt/status/1445603090497818636?t=eYaMM3CdmepsKsS4oGtkPw&s=19,,2.0,,"Cancer is crazy!!!! I just hope we are able to fight victoriously against it.

I'd be donating 10% of my $HAKA hodling to the fight against cancer #CancerAwareness #dApps"
"4:15 AM · Oct 6, 2021",,https://twitter.com/psalmcrypt,,https://twitter.com/psalmcrypt/status/1445603631458258948?t=x-od_CnFeJAiJcxVMjuAXg&s=19,,2.0,,"They're probably not here.....

You should ask for $HAKA hodlers instead"
"4:18 AM · Oct 6, 2021",,https://twitter.com/psalmcrypt,,https://twitter.com/psalmcrypt/status/1445604443781623813?t=dgvlM1AIwpNWzG7g0DoY9w&s=19,,1.0,,"$54k at the EOW!!!! I'm glad #BTC is actually breaking out from bear  dominance!!!!!

Is it a good time to accumulate more $HAKA?#BTC #tribe #HODL"
"4:21 AM · Oct 6, 2021",,https://twitter.com/psalmcrypt,,https://twitter.com/psalmcrypt/status/1445605097967210516?t=MHOpCBxqYcYiAJ-Y9Cxrxw&s=19,,2.0,,Most projects are rising above 50% lately. I hope $HAKA follows this trend and moon massively
"4:25 AM · Oct 6, 2021",,https://twitter.com/psalmcrypt,,https://twitter.com/psalmcrypt/status/1445606115111149573?t=0AGUIsgTtPyfqnlG0_z2rQ&s=19,,1.0,,"Great hodlings!!!Since you do have cravings for great things. You should check out $HAKA,  cheap atm!!! But very rich in value"
"4:27 AM · Oct 6, 2021",,https://twitter.com/psalmcrypt,,https://twitter.com/psalmcrypt/status/1445606591730835461?t=Fzcni5hTOKZ0yBsAaywunw&s=19,,1.0,,I guess this is why @tribeonedefi is taking time to release the #dApps. Do avoid failure.....
"4:29 AM · Oct 6, 2021",,https://twitter.com/psalmcrypt,,https://twitter.com/psalmcrypt/status/1445607103352041482?t=DqQlXosA6cWezRGSqh895Q&s=19,,2.0,,"$HAKA is set to do ×50 soon, it will sweep everyone off their feet.....#HODL #DeFi"
"4:31 AM · Oct 6, 2021",,https://twitter.com/psalmcrypt,,https://twitter.com/psalmcrypt/status/1445607679901196288?t=09WH-pICtV2wIju7w_kfBw&s=19,,2.0,,I'm waiting for binance to tweet about $HAKA or just a tweet from the  Cz binance guy.....
"4:33 AM · Oct 6, 2021",,https://twitter.com/psalmcrypt,,https://twitter.com/psalmcrypt/status/1445608214603747328?t=NrmTgJcJmAAzGPLm9-dbeg&s=19,,1.0,,I'm still in the $HAKA market. But I might diversify though 
"4:36 AM · Oct 6, 2021",,https://twitter.com/psalmcrypt,,https://twitter.com/psalmcrypt/status/1445608766209019911?t=RJ-glaAZJBwSX9uxtXBYfQ&s=19,,2.0,,"Hey Nina,  I see more potential and value in $HAKA than in $LGET"
"4:38 AM · Oct 6, 2021",,https://twitter.com/psalmcrypt,,https://twitter.com/psalmcrypt/status/1445609411360137222?t=U_dsFamrVlzXlaJAm9ed-g&s=19,,2.0,,"I hodl $ADA , but I hodl bigger with $HAKA...I'm bullish on both side anyway!!!"
"4:42 AM · Oct 6, 2021",,https://twitter.com/psalmcrypt,,https://twitter.com/psalmcrypt/status/1445610304499445765?t=Zyjlujzfc4WizL_C-siALg&s=19,,2.0,,"Looking at it, I'm not sure it will happen anytime soon.... $HAKA stands a bigger chance"
"4:43 AM · Oct 6, 2021",,https://twitter.com/psalmcrypt,,https://twitter.com/psalmcrypt/status/1445610615360266240?t=foSl9NHJvkMJYvjV7Z6TUA&s=19,,1.0,,$HAKA ready for take off......let's go guys
"4:47 AM · Oct 6, 2021",https://twitter.com/intocryptoverse,https://twitter.com/psalmcrypt,https://twitter.com/intocryptoverse/status/1445593629402144779,https://twitter.com/psalmcrypt/status/1445611613512294411?t=kaljSU1BB3Fb9RZpljjmdA&s=19,178,1.0,Will #Bitcoin break $53k this week?,"Yes!!! It will. I say $54k at the EOW.

BTW!!! did anyone join in @tribeonedefi #dApps pre-launch marketing plan??#tribe"
"4:48 AM · Oct 6, 2021",https://twitter.com/intocryptoverse,https://twitter.com/psalmcrypt,https://twitter.com/intocryptoverse/status/1445606295290089481,https://twitter.com/psalmcrypt/status/1445611837630730245?t=2-PiUg0Kkn1-OSMgIum_hw&s=19,371,2.0,#Ethereum: How Quickly Can $10k Come?,As quickly as $HAKA can go to $3
"4:49 AM · Oct 6, 2021",https://twitter.com/intocryptoverse,https://twitter.com/psalmcrypt,https://twitter.com/intocryptoverse/status/1445574880527740934,https://twitter.com/psalmcrypt/status/1445612169404370944?t=j-sJuk9OUnsmdlBs750eFQ&s=19,"1,508",3.0,#Ethereum looks bullish,Do you think $ETH and $HAKA will hit a new ATH?
"4:51 AM · Oct 6, 2021",https://twitter.com/intocryptoverse,https://twitter.com/psalmcrypt,https://twitter.com/intocryptoverse/status/1445539187445272630,https://twitter.com/psalmcrypt/status/1445612653909405707?t=bK7e5vVgHrIEhKCeKouavQ&s=19,"2,599",2.0,#Bitcoin is king,"Like we all know!!! But there are other projects with massive potentials and prospects which are currently undervalued..
.look at $HAKA"
"4:53 AM · Oct 6, 2021",https://twitter.com/intocryptoverse,https://twitter.com/psalmcrypt,https://twitter.com/intocryptoverse/status/1445497470276997120,https://twitter.com/psalmcrypt/status/1445613084081471490?t=z1fVK1amUCMAKdAewBHbiA&s=19,"3,741",2.0,I told my wife #Bitcoin was at $51k and she was like “oooo it’s moving up!”,"Lol  probably she meant something else is moving up .

What's your prediction for $HAKA for the EOY?"
"4:55 AM · Oct 6, 2021",https://twitter.com/intocryptoverse,https://twitter.com/psalmcrypt,https://twitter.com/intocryptoverse/status/1445480798811873283,https://twitter.com/psalmcrypt/status/1445613572462051338?t=wtPrOqH5WFWjGynmcXBDUw&s=19,"7,384",2.0,$64k was *NOT* the #Bitcoin market cycle peak,"Then what is?? $100k???

Who else is endorsing $HAKA?"
"4:57 AM · Oct 6, 2021",https://twitter.com/intocryptoverse,https://twitter.com/psalmcrypt,https://twitter.com/intocryptoverse/status/1445475965765750787,https://twitter.com/psalmcrypt/status/1445614109882413056?t=POTOalLxuzbK2g8222tJFg&s=19,"2,168",3.0,,"The bears are getting tired and losing grip on #BTC. 

What is the next move for @tribeonedefi to accelerate $HAKA?"
"4:58 AM · Oct 6, 2021",https://twitter.com/intocryptoverse,https://twitter.com/psalmcrypt,https://twitter.com/intocryptoverse/status/1445340927590031360,https://twitter.com/psalmcrypt/status/1445614357354713088?t=_QfM0WPAIn0BVru_xvwEdQ&s=19,"2,463",2.0,,
"4:59 AM · Oct 6, 2021",,https://twitter.com/psalmcrypt,,https://twitter.com/psalmcrypt/status/1445614723064418436?t=VS7BhnIDPjiNzfzTz1nnBA&s=19,,3.0,,My one step is with $HAKA
"6:04 AM · Oct 6, 2021",,https://twitter.com/ArlissCrab,,https://twitter.com/ArlissCrab/status/1445631111770431495?t=W37IkEna0b_lBJ5YlNxtbQ&s=19,,1.0,,"$HAKA is my 100x gem@tribeonedefi is on a move to change the narrative in crypto finance by making crypto financing more accessible to the masses and also get #NFT loans with low to zero collateral for users on their platform, especially for the low income #NFTs enthusiasts."
"6:13 AM · Oct 6, 2021",,https://twitter.com/ArlissCrab,,https://twitter.com/ArlissCrab/status/1445633220679249920?t=r6AYu32V771Iy8ZqxL-nWA&s=19,,1.0,,I can't believe $HAKA is not on the list!! is so underrated and undervalued right now.
"6:16 AM · Oct 6, 2021",,https://twitter.com/ArlissCrab,,https://twitter.com/ArlissCrab/status/1445634079408357385?t=IcBUMrak14CNWI_84kL-Fg&s=19,,1.0,,"Good Morning @Zoeyfx_ 

I'm very optimistic about a green Day as I already woke up to a green $HAKA"
"6:20 AM · Oct 6, 2021",,https://twitter.com/ArlissCrab,,https://twitter.com/ArlissCrab/status/1445635159433175041?t=0ECwww0EkcaiMEkeVvBnFw&s=19,,1.0,,"Next  100x!!
You shouldn't look further, $HAKA is your perfect  you need.
It's got great fundamentals and utility as it's gon be the real go-to coin when @tribeonedefi launches their #dApp and open a new sphere for Crypto financing through their #NFT loans and mortgage feature"
"6:29 AM · Oct 6, 2021",,https://twitter.com/ArlissCrab,,https://twitter.com/ArlissCrab/status/1445637207440588801?t=NcIujV1cBfOeS9wLrnSUGA&s=19,,1.0,,Buy some $HAKA and thank me in 3 months.
